time|run_time|number of errors|number of sites checked|CE|RT|CT|UK|bad
Sat Feb 13 00:54:38 2016|1.15999984741|0|1|0|0|0|0|0|
Sat Feb 13 00:56:39 2016|1.16700005531|0|1|0|0|0|0|0|
Sat Feb 13 00:58:40 2016|1.1740000248|0|1|0|0|0|0|0|
Sat Feb 13 01:00:41 2016|1.15899991989|0|1|0|0|0|0|0|
Sat Feb 13 01:02:42 2016|1.32099986076|0|1|0|0|0|0|0|
Sat Feb 13 01:04:44 2016|1.16900014877|0|1|0|0|0|0|0|
Sat Feb 13 01:06:45 2016|1.21000003815|0|1|0|0|0|0|0|
Sat Feb 13 01:08:46 2016|1.15300011635|0|1|0|0|0|0|0|
Sat Feb 13 01:10:47 2016|1.15300011635|0|1|0|0|0|0|0|
Sat Feb 13 01:12:48 2016|1.14700007439|0|1|0|0|0|0|0|
Sat Feb 13 01:14:50 2016|1.33299994469|0|1|0|0|0|0|0|
Sat Feb 13 01:16:51 2016|1.13199996948|0|1|0|0|0|0|0|
Sat Feb 13 01:18:52 2016|1.3189997673|0|1|0|0|0|0|0|
Sat Feb 13 01:20:54 2016|1.18000006676|0|1|0|0|0|0|0|
Sat Feb 13 01:22:55 2016|1.51499986649|0|1|0|0|0|0|0|
Sat Feb 13 01:24:56 2016|1.1740000248|0|1|0|0|0|0|0|
Sat Feb 13 01:26:58 2016|1.19600009918|0|1|0|0|0|0|0|
Sat Feb 13 01:28:59 2016|1.13900017738|0|1|0|0|0|0|0|
Sat Feb 13 01:31:00 2016|1.4359998703|0|1|0|0|0|0|0|
Sat Feb 13 01:33:01 2016|1.1779999733|0|1|0|0|0|0|0|
Sat Feb 13 01:35:03 2016|1.18000006676|0|1|0|0|0|0|0|
Sat Feb 13 01:37:04 2016|1.25099992752|0|1|0|0|0|0|0|
Sat Feb 13 01:39:05 2016|1.23600006104|0|1|0|0|0|0|0|
Sat Feb 13 01:41:06 2016|1.17100000381|0|1|0|0|0|0|0|
Sat Feb 13 01:43:08 2016|1.20899987221|0|1|0|0|0|0|0|
Sat Feb 13 01:45:09 2016|1.16499996185|0|1|0|0|0|0|0|
Sat Feb 13 01:47:10 2016|1.19199991226|0|1|0|0|0|0|0|
Sat Feb 13 01:49:11 2016|1.16300010681|0|1|0|0|0|0|0|
Sat Feb 13 01:51:12 2016|1.14700007439|0|1|0|0|0|0|0|
Sat Feb 13 01:53:13 2016|0.947000026703|0|1|0|0|0|0|0|
Sat Feb 13 01:55:14 2016|1.17700004578|0|1|0|0|0|0|0|
Sat Feb 13 01:57:16 2016|1.15900015831|0|1|0|0|0|0|0|
Sat Feb 13 01:59:17 2016|1.21700000763|0|1|0|0|0|0|0|
Sat Feb 13 02:01:18 2016|1.20399999619|0|1|0|0|0|0|0|
Sat Feb 13 02:03:19 2016|1.19000005722|0|1|0|0|0|0|0|
Sat Feb 13 02:05:21 2016|1.14899992943|0|1|0|0|0|0|0|
Sat Feb 13 02:07:22 2016|0.932999849319|0|1|0|0|0|0|0|
Sat Feb 13 02:09:23 2016|1.23600006104|0|1|0|0|0|0|0|
Sat Feb 13 02:11:24 2016|1.25|0|1|0|0|0|0|0|
Sat Feb 13 02:13:25 2016|1.19199991226|0|1|0|0|0|0|0|
Sat Feb 13 02:15:26 2016|1.15899991989|0|1|0|0|0|0|0|
Sat Feb 13 02:17:28 2016|1.06699991226|0|1|0|0|0|0|0|
Sat Feb 13 02:19:29 2016|1.23399996758|0|1|0|0|0|0|0|
Sat Feb 13 02:21:30 2016|1.21700000763|0|1|0|0|0|0|0|
Sat Feb 13 02:23:31 2016|1.08800005913|0|1|0|0|0|0|0|
Sat Feb 13 02:25:32 2016|1.15400004387|0|1|0|0|0|0|0|
Sat Feb 13 02:27:34 2016|1.22200012207|0|1|0|0|0|0|0|
Sat Feb 13 02:29:35 2016|1.15200018883|0|1|0|0|0|0|0|
Sat Feb 13 02:31:36 2016|0.97000002861|0|1|0|0|0|0|0|
Sat Feb 13 02:33:37 2016|1.14499998093|0|1|0|0|0|0|0|
Sat Feb 13 02:35:38 2016|1.10299992561|0|1|0|0|0|0|0|
Sat Feb 13 02:37:39 2016|1.27900004387|0|1|0|0|0|0|0|
Sat Feb 13 02:39:41 2016|1.17699980736|0|1|0|0|0|0|0|
Sat Feb 13 02:41:42 2016|1.14599990845|0|1|0|0|0|0|0|
Sat Feb 13 02:43:43 2016|1.16499996185|0|1|0|0|0|0|0|
Sat Feb 13 02:45:44 2016|1.35699987411|0|1|0|0|0|0|0|
Sat Feb 13 02:47:45 2016|1.10599994659|0|1|0|0|0|0|0|
Sat Feb 13 02:49:47 2016|1.11000013351|0|1|0|0|0|0|0|
Sat Feb 13 02:51:48 2016|1.16700005531|0|1|0|0|0|0|0|
Sat Feb 13 02:53:49 2016|1.32699990273|0|1|0|0|0|0|0|
Sat Feb 13 02:55:50 2016|1.13800001144|0|1|0|0|0|0|0|
Sat Feb 13 02:57:52 2016|1.66899991035|0|1|0|0|0|0|0|
Sat Feb 13 02:59:53 2016|1.08299994469|0|1|0|0|0|0|0|
Sat Feb 13 03:01:54 2016|1.1930000782|0|1|0|0|0|0|0|
Sat Feb 13 03:03:56 2016|1.24899983406|0|1|0|0|0|0|0|
Sat Feb 13 03:05:57 2016|1.16600012779|0|1|0|0|0|0|0|
Sat Feb 13 03:07:58 2016|1.39100003242|0|1|0|0|0|0|0|
Sat Feb 13 03:09:59 2016|1.16000008583|0|1|0|0|0|0|0|
Sat Feb 13 03:12:01 2016|1.21099996567|0|1|0|0|0|0|0|
Sat Feb 13 03:14:02 2016|1.25200009346|0|1|0|0|0|0|0|
Sat Feb 13 03:16:03 2016|1.10399985313|0|1|0|0|0|0|0|
Sat Feb 13 03:18:04 2016|1.18300008774|0|1|0|0|0|0|0|
Sat Feb 13 03:20:06 2016|1.19500017166|0|1|0|0|0|0|0|
Sat Feb 13 03:22:07 2016|1.06500005722|0|1|0|0|0|0|0|
Sat Feb 13 03:24:08 2016|1.10300016403|0|1|0|0|0|0|0|
Sat Feb 13 03:26:11 2016|2.75899982452|0|1|0|0|0|0|0|
Sat Feb 13 03:28:12 2016|1.17999982834|0|1|0|0|0|0|0|
Sat Feb 13 03:30:13 2016|1.21399998665|0|1|0|0|0|0|0|
Sat Feb 13 03:32:14 2016|1.16900014877|0|1|0|0|0|0|0|
Sat Feb 13 03:34:15 2016|1.12599992752|0|1|0|0|0|0|0|
Sat Feb 13 03:36:20 2016|4.15700006485|0|1|0|0|0|0|0|
Sat Feb 13 03:38:21 2016|1.12700009346|0|1|0|0|0|0|0|
Sat Feb 13 03:40:22 2016|1.16499996185|0|1|0|0|0|0|0|
Sat Feb 13 03:42:23 2016|1.14999985695|0|1|0|0|0|0|0|
Sat Feb 13 03:44:24 2016|1.16900014877|0|1|0|0|0|0|0|
Sat Feb 13 03:46:27 2016|3.1899998188|0|1|0|0|0|0|0|
Sat Feb 13 03:48:29 2016|1.18799996376|0|1|0|0|0|0|0|
Sat Feb 13 03:50:30 2016|1.20499992371|0|1|0|0|0|0|0|
Sat Feb 13 03:52:31 2016|1.15100002289|0|1|0|0|0|0|0|
Sat Feb 13 03:54:32 2016|1.22099995613|0|1|0|0|0|0|0|
Sat Feb 13 03:56:36 2016|3.39400005341|0|1|0|0|0|0|0|
Sat Feb 13 03:58:37 2016|1.22200012207|0|1|0|0|0|0|0|
Sat Feb 13 04:00:38 2016|1.15099978447|0|1|0|0|0|0|0|
Sat Feb 13 04:02:39 2016|1.15600013733|0|1|0|0|0|0|0|
Sat Feb 13 04:04:41 2016|1.19400000572|0|1|0|0|0|0|0|
Sat Feb 13 04:06:44 2016|3.07899999619|0|1|0|0|0|0|0|
Sat Feb 13 04:08:45 2016|1.13199996948|0|1|0|0|0|0|0|
Sat Feb 13 04:10:46 2016|1.17200016975|0|1|0|0|0|0|0|
Sat Feb 13 04:12:47 2016|1.23200011253|0|1|0|0|0|0|0|
Sat Feb 13 04:14:49 2016|1.22399997711|0|1|0|0|0|0|0|
Sat Feb 13 04:16:51 2016|1.91499996185|0|1|0|0|0|0|0|
Sat Feb 13 04:18:52 2016|1.16199994087|0|1|0|0|0|0|0|
Sat Feb 13 04:20:53 2016|0.961999893188|0|1|0|0|0|0|0|
Sat Feb 13 04:22:54 2016|1.20499992371|0|1|0|0|0|0|0|
Sat Feb 13 04:24:55 2016|1.19199991226|0|1|0|0|0|0|0|
Sat Feb 13 04:26:58 2016|2.87800002098|0|1|0|0|0|0|0|
Sat Feb 13 04:28:59 2016|1.23000001907|0|1|0|0|0|0|0|
Sat Feb 13 04:31:01 2016|1.15299987793|0|1|0|0|0|0|0|
Sat Feb 13 04:33:02 2016|1.20300006866|0|1|0|0|0|0|0|
Sat Feb 13 04:35:03 2016|1.21299982071|0|1|0|0|0|0|0|
Sat Feb 13 04:37:06 2016|3.08200001717|0|1|0|0|0|0|0|
Sat Feb 13 04:39:07 2016|1.14800000191|0|1|0|0|0|0|0|
Sat Feb 13 04:41:09 2016|1.20700001717|0|1|0|0|0|0|0|
Sat Feb 13 04:43:10 2016|1.11600017548|0|1|0|0|0|0|0|
Sat Feb 13 04:45:11 2016|1.19499993324|0|1|0|0|0|0|0|
Sat Feb 13 04:47:14 2016|3.53999996185|0|1|0|0|0|0|0|
Sat Feb 13 04:49:16 2016|1.18600010872|0|1|0|0|0|0|0|
Sat Feb 13 04:51:17 2016|1.15299987793|0|1|0|0|0|0|0|
Sat Feb 13 04:53:18 2016|1.21099996567|0|1|0|0|0|0|0|
Sat Feb 13 04:55:19 2016|1.26399993896|0|1|0|0|0|0|0|
Sat Feb 13 04:57:22 2016|3.06799983978|0|1|0|0|0|0|0|
Sat Feb 13 04:59:24 2016|1.13599991798|0|1|0|0|0|0|0|
Sat Feb 13 05:01:25 2016|1.14800000191|0|1|0|0|0|0|0|
Sat Feb 13 05:03:26 2016|1.13800001144|0|1|0|0|0|0|0|
Sat Feb 13 05:05:27 2016|0.977999925613|0|1|0|0|0|0|0|
Sat Feb 13 05:07:29 2016|2.34299993515|0|1|0|0|0|0|0|
Sat Feb 13 05:09:31 2016|1.1899998188|0|1|0|0|0|0|0|
Sat Feb 13 05:11:32 2016|1.19299983978|0|1|0|0|0|0|0|
Sat Feb 13 05:13:33 2016|1.18899989128|0|1|0|0|0|0|0|
Sat Feb 13 05:15:34 2016|1.24099993706|0|1|0|0|0|0|0|
Sat Feb 13 05:17:37 2016|3.07100009918|0|1|0|0|0|0|0|
Sat Feb 13 05:19:39 2016|1.15499997139|0|1|0|0|0|0|0|
Sat Feb 13 05:21:40 2016|1.14400005341|0|1|0|0|0|0|0|
Sat Feb 13 05:23:41 2016|1.10400009155|0|1|0|0|0|0|0|
Sat Feb 13 05:25:42 2016|1.19000005722|0|1|0|0|0|0|0|
Sat Feb 13 05:27:43 2016|1.13900017738|0|1|0|0|0|0|0|
Sat Feb 13 05:29:44 2016|1.20600008965|0|1|0|0|0|0|0|
Sat Feb 13 05:31:46 2016|1.00600004196|0|1|0|0|0|0|0|
Sat Feb 13 05:33:47 2016|1.14999985695|0|1|0|0|0|0|0|
Sat Feb 13 05:35:48 2016|1.14099979401|0|1|0|0|0|0|0|
Sat Feb 13 05:37:51 2016|3.04600000381|0|1|0|0|0|0|0|
Sat Feb 13 05:39:52 2016|1.1779999733|0|1|0|0|0|0|0|
Sat Feb 13 05:41:53 2016|1.1289999485|0|1|0|0|0|0|0|
Sat Feb 13 05:43:55 2016|1.18200016022|0|1|0|0|0|0|0|
Sat Feb 13 05:45:56 2016|1.19600009918|0|1|0|0|0|0|0|
Sat Feb 13 05:47:57 2016|1.16600012779|0|1|0|0|0|0|0|
Sat Feb 13 05:49:58 2016|1.17700004578|0|1|0|0|0|0|0|
Sat Feb 13 05:51:59 2016|1.1740000248|0|1|0|0|0|0|0|
Sat Feb 13 05:54:03 2016|3.59100008011|0|1|0|0|0|0|0|
Sat Feb 13 05:56:04 2016|1.19899988174|0|1|0|0|0|0|0|
Sat Feb 13 05:58:05 2016|1.14600014687|0|1|0|0|0|0|0|
Sat Feb 13 06:00:08 2016|3.01499986649|0|1|0|0|0|0|0|
Sat Feb 13 06:02:10 2016|1.17199993134|0|1|0|0|0|0|0|
Sat Feb 13 06:04:11 2016|1.47199988365|0|1|0|0|0|0|0|
Sat Feb 13 06:06:12 2016|1.11699986458|0|1|0|0|0|0|0|
Sat Feb 13 06:08:13 2016|1.02900004387|0|1|0|0|0|0|0|
Sat Feb 13 06:10:14 2016|1.17299985886|0|1|0|0|0|0|0|
Sat Feb 13 06:12:16 2016|1.24099993706|0|1|0|0|0|0|0|
Sat Feb 13 06:14:17 2016|1.31699991226|0|1|0|0|0|0|0|
Sat Feb 13 06:16:20 2016|2.7389998436|0|1|0|0|0|0|0|
Sat Feb 13 06:18:21 2016|1.20200014114|0|1|0|0|0|0|0|
Sat Feb 13 06:20:22 2016|1.19099998474|0|1|0|0|0|0|0|
Sat Feb 13 06:22:24 2016|1.49099993706|0|1|0|0|0|0|0|
Sat Feb 13 06:24:25 2016|1.18799996376|0|1|0|0|0|0|0|
Sat Feb 13 06:26:26 2016|1.14599990845|0|1|0|0|0|0|0|
Sat Feb 13 06:28:27 2016|1.16700005531|0|1|0|0|0|0|0|
Sat Feb 13 06:30:29 2016|1.38199996948|0|1|0|0|0|0|0|
Sat Feb 13 06:32:30 2016|1.0720000267|0|1|0|0|0|0|0|
Sat Feb 13 06:34:31 2016|1.14100003242|0|1|0|0|0|0|0|
Sat Feb 13 06:36:32 2016|1.14400005341|0|1|0|0|0|0|0|
Sat Feb 13 06:38:34 2016|1.21899986267|0|1|0|0|0|0|0|
Sat Feb 13 06:40:35 2016|1.15799999237|0|1|0|0|0|0|0|
Sat Feb 13 06:42:36 2016|1.22400021553|0|1|0|0|0|0|0|
Sat Feb 13 06:44:37 2016|1.14500021935|0|1|0|0|0|0|0|
Sat Feb 13 06:46:38 2016|1.02400016785|0|1|0|0|0|0|0|
Sat Feb 13 06:48:39 2016|1.14899992943|0|1|0|0|0|0|0|
Sat Feb 13 06:50:41 2016|1.20700001717|0|1|0|0|0|0|0|
Sat Feb 13 06:52:42 2016|1.13100004196|0|1|0|0|0|0|0|
Sat Feb 13 06:54:43 2016|1.15599989891|0|1|0|0|0|0|0|
Sat Feb 13 06:56:44 2016|1.02099990845|0|1|0|0|0|0|0|
Sat Feb 13 06:58:45 2016|1.13899993896|0|1|0|0|0|0|0|
Sat Feb 13 07:00:46 2016|1.16499996185|0|1|0|0|0|0|0|
Sat Feb 13 07:02:48 2016|1.25300002098|0|1|0|0|0|0|0|
Sat Feb 13 07:04:50 2016|2.25999999046|0|1|0|0|0|0|0|
Sat Feb 13 07:06:51 2016|1.15400004387|0|1|0|0|0|0|0|
Sat Feb 13 07:08:52 2016|1.28999996185|0|1|0|0|0|0|0|
Sat Feb 13 07:10:53 2016|1.15000009537|0|1|0|0|0|0|0|
Sat Feb 13 07:12:55 2016|1.15300011635|0|1|0|0|0|0|0|
Sat Feb 13 07:14:56 2016|1.24599981308|0|1|0|0|0|0|0|
Sat Feb 13 07:16:57 2016|1.20499992371|0|1|0|0|0|0|0|
Sat Feb 13 07:18:58 2016|1.23600006104|0|1|0|0|0|0|0|
Sat Feb 13 07:21:00 2016|1.34700012207|0|1|0|0|0|0|0|
Sat Feb 13 07:23:01 2016|1.19400000572|0|1|0|0|0|0|0|
Sat Feb 13 07:25:02 2016|1.2009999752|0|1|0|0|0|0|0|
Sat Feb 13 07:27:03 2016|1.17000007629|0|1|0|0|0|0|0|
Sat Feb 13 07:29:05 2016|1.16699981689|0|1|0|0|0|0|0|
Sat Feb 13 07:31:06 2016|1.20900011063|0|1|0|0|0|0|0|
Sat Feb 13 07:33:07 2016|1.55599999428|0|1|0|0|0|0|0|
Sat Feb 13 07:35:09 2016|1.11600017548|0|1|0|0|0|0|0|
Sat Feb 13 07:37:10 2016|1.1819999218|0|1|0|0|0|0|0|
Sat Feb 13 07:39:11 2016|1.3109998703|0|1|0|0|0|0|0|
Sat Feb 13 07:41:12 2016|1.15300011635|0|1|0|0|0|0|0|
Sat Feb 13 07:43:14 2016|1.26399993896|0|1|0|0|0|0|0|
Sat Feb 13 07:45:15 2016|1.13499999046|0|1|0|0|0|0|0|
Sat Feb 13 07:47:16 2016|1.18899989128|0|1|0|0|0|0|0|
Sat Feb 13 07:49:17 2016|0.941999912262|0|1|0|0|0|0|0|
Sat Feb 13 07:51:18 2016|1.1850001812|0|1|0|0|0|0|0|
Sat Feb 13 07:53:19 2016|1.17899990082|0|1|0|0|0|0|0|
Sat Feb 13 07:55:21 2016|1.18799996376|0|1|0|0|0|0|0|
Sat Feb 13 07:57:22 2016|1.06599998474|0|1|0|0|0|0|0|
Sat Feb 13 07:59:23 2016|1.15100002289|0|1|0|0|0|0|0|
Sat Feb 13 08:01:24 2016|1.13899993896|0|1|0|0|0|0|0|
Sat Feb 13 08:03:25 2016|1.007999897|0|1|0|0|0|0|0|
Sat Feb 13 08:05:26 2016|1.14100003242|0|1|0|0|0|0|0|
Sat Feb 13 08:07:27 2016|1.19400000572|0|1|0|0|0|0|0|
Sat Feb 13 08:09:31 2016|3.11500000954|0|1|0|0|0|0|0|
Sat Feb 13 08:11:32 2016|1.06299996376|0|1|0|0|0|0|0|
Sat Feb 13 08:13:33 2016|1.11400008202|0|1|0|0|0|0|0|
Sat Feb 13 08:15:34 2016|1.14600014687|0|1|0|0|0|0|0|
Sat Feb 13 08:17:35 2016|0.649999856949|0|1|0|0|0|0|0|
Sat Feb 13 08:19:38 2016|3.02799987793|0|1|0|0|0|0|0|
Sat Feb 13 08:21:39 2016|1.20300006866|0|1|0|0|0|0|0|
Sat Feb 13 08:23:40 2016|1.15499997139|0|1|0|0|0|0|0|
Sat Feb 13 08:25:41 2016|1.10300016403|0|1|0|0|0|0|0|
Sat Feb 13 08:27:42 2016|1.1179997921|0|1|0|0|0|0|0|
Sat Feb 13 08:29:45 2016|2.77399992943|0|1|0|0|0|0|0|
Sat Feb 13 08:31:47 2016|1.34999990463|0|1|0|0|0|0|0|
Sat Feb 13 08:33:48 2016|1.08400011063|0|1|0|0|0|0|0|
Sat Feb 13 08:35:49 2016|1.22399997711|0|1|0|0|0|0|0|
Sat Feb 13 08:37:50 2016|1.15599989891|0|1|0|0|0|0|0|
Sat Feb 13 08:39:53 2016|3.06299996376|0|1|0|0|0|0|0|
Sat Feb 13 08:41:54 2016|1.01600003242|0|1|0|0|0|0|0|
Sat Feb 13 08:43:55 2016|1.23099994659|0|1|0|0|0|0|0|
Sat Feb 13 08:45:57 2016|1.25100016594|0|1|0|0|0|0|0|
Sat Feb 13 08:47:58 2016|1.18899989128|0|1|0|0|0|0|0|
Sat Feb 13 08:50:01 2016|2.68499994278|0|1|0|0|0|0|0|
Sat Feb 13 08:52:02 2016|1.45200014114|0|1|0|0|0|0|0|
Sat Feb 13 08:54:03 2016|1.14899992943|0|1|0|0|0|0|0|
Sat Feb 13 08:56:05 2016|1.13800001144|0|1|0|0|0|0|0|
Sat Feb 13 08:58:06 2016|1.26700019836|0|1|0|0|0|0|0|
Sat Feb 13 09:15:20 2016|0.830000162125|0|1|0|0|0|0|0|
Sat Feb 13 09:17:21 2016|1.13499999046|0|1|0|0|0|0|0|
Sat Feb 13 09:19:23 2016|1.19799995422|0|1|0|0|0|0|0|
Sat Feb 13 09:21:24 2016|1.16499996185|0|1|0|0|0|0|0|
Sat Feb 13 09:23:25 2016|1.1779999733|0|1|0|0|0|0|0|
Sat Feb 13 09:25:28 2016|3.11900019646|0|1|0|0|0|0|0|
Sat Feb 13 09:27:29 2016|1.19599986076|0|1|0|0|0|0|0|
Sat Feb 13 09:29:30 2016|1.08200001717|0|1|0|0|0|0|0|
Sat Feb 13 09:31:32 2016|1.23099994659|0|1|0|0|0|0|0|
Sat Feb 13 09:33:33 2016|1.18799996376|0|1|0|0|0|0|0|
Sat Feb 13 09:35:36 2016|3.17000007629|0|1|0|0|0|0|0|
Sat Feb 13 09:37:37 2016|1.23799991608|0|1|0|0|0|0|0|
Sat Feb 13 09:39:39 2016|1.14599990845|0|1|0|0|0|0|0|
Sat Feb 13 09:41:40 2016|1.21000003815|0|1|0|0|0|0|0|
Sat Feb 13 09:43:41 2016|1.16000008583|0|1|0|0|0|0|0|
Sat Feb 13 09:45:44 2016|3.2460000515|0|1|0|0|0|0|0|
Sat Feb 13 09:47:45 2016|1.13199996948|0|1|0|0|0|0|0|
Sat Feb 13 09:49:47 2016|1.16799998283|0|1|0|0|0|0|0|
Sat Feb 13 09:51:48 2016|0.974999904633|0|1|0|0|0|0|0|
Sat Feb 13 09:53:49 2016|1.09399986267|0|1|0|0|0|0|0|
Sat Feb 13 09:55:52 2016|3.09400010109|0|1|0|0|0|0|0|
Sat Feb 13 09:57:53 2016|1.24699997902|0|1|0|0|0|0|0|
Sat Feb 13 09:59:54 2016|1.23000001907|0|1|0|0|0|0|0|
Sat Feb 13 10:01:56 2016|1.26200008392|0|1|0|0|0|0|0|
Sat Feb 13 10:03:57 2016|1.1970000267|0|1|0|0|0|0|0|
Sat Feb 13 10:06:00 2016|2.80200004578|0|1|0|0|0|0|0|
Sat Feb 13 10:08:01 2016|1.16200017929|0|1|0|0|0|0|0|
Sat Feb 13 10:10:10 2016|1.33299994469|0|1|0|0|0|0|0|
Sat Feb 13 10:12:12 2016|1.20699977875|0|1|0|0|0|0|0|
Sat Feb 13 10:14:13 2016|1.14299988747|0|1|0|0|0|0|0|
Sat Feb 13 10:16:14 2016|1.27200007439|0|1|0|0|0|0|0|
Sat Feb 13 10:18:16 2016|1.16799998283|0|1|0|0|0|0|0|
Sat Feb 13 10:20:18 2016|1.20300006866|0|1|0|0|0|0|0|
Sat Feb 13 10:22:19 2016|1.14400005341|0|1|0|0|0|0|0|
Sat Feb 13 10:24:20 2016|1.15500020981|0|1|0|0|0|0|0|
Sat Feb 13 10:26:21 2016|1.10699987411|0|1|0|0|0|0|0|
Sat Feb 13 10:28:23 2016|1.14700007439|0|1|0|0|0|0|0|
Sat Feb 13 10:30:24 2016|1.14400005341|0|1|0|0|0|0|0|
Sat Feb 13 10:32:25 2016|1.23099994659|0|1|0|0|0|0|0|
Sat Feb 13 10:34:26 2016|1.22699999809|0|1|0|0|0|0|0|
Sat Feb 13 10:36:27 2016|1.19500017166|0|1|0|0|0|0|0|
Sat Feb 13 10:38:29 2016|1.19400000572|0|1|0|0|0|0|0|
Sat Feb 13 10:40:30 2016|1.04100012779|0|1|0|0|0|0|0|
Sat Feb 13 10:42:31 2016|1.22000002861|0|1|0|0|0|0|0|
Sat Feb 13 10:44:32 2016|1.3109998703|0|1|0|0|0|0|0|
Sat Feb 13 10:46:34 2016|1.21000003815|0|1|0|0|0|0|0|
Sat Feb 13 10:48:35 2016|1.17999982834|0|1|0|0|0|0|0|
Sat Feb 13 10:50:36 2016|1.13199996948|0|1|0|0|0|0|0|
Sat Feb 13 10:52:37 2016|1.1890001297|0|1|0|0|0|0|0|
Sat Feb 13 10:54:38 2016|1.11500000954|0|1|0|0|0|0|0|
Sat Feb 13 10:56:41 2016|3.05900001526|0|1|0|0|0|0|0|
Sat Feb 13 10:58:43 2016|1.37800002098|0|1|0|0|0|0|0|
Sat Feb 13 11:00:44 2016|1.16299986839|0|1|0|0|0|0|0|
Sat Feb 13 11:02:45 2016|1.16199994087|0|1|0|0|0|0|0|
Sat Feb 13 11:04:46 2016|1.19799995422|0|1|0|0|0|0|0|
Sat Feb 13 11:06:49 2016|2.86500000954|0|1|0|0|0|0|0|
Sat Feb 13 11:08:51 2016|1.21000003815|0|1|0|0|0|0|0|
Sat Feb 13 11:10:52 2016|1.1740000248|0|1|0|0|0|0|0|
Sat Feb 13 11:12:53 2016|1.16100001335|0|1|0|0|0|0|0|
Sat Feb 13 11:14:54 2016|1.1859998703|0|1|0|0|0|0|0|
Sat Feb 13 11:16:57 2016|3.06699991226|0|1|0|0|0|0|0|
Sat Feb 13 11:18:59 2016|1.14500021935|0|1|0|0|0|0|0|
Sat Feb 13 11:21:04 2016|1.55499982834|0|1|0|0|0|0|0|
Sat Feb 13 11:23:05 2016|1.1850001812|0|1|0|0|0|0|0|
Sat Feb 13 11:25:06 2016|1.19900012016|0|1|0|0|0|0|0|
Sat Feb 13 11:27:08 2016|1.16300010681|0|1|0|0|0|0|0|
Sat Feb 13 11:29:09 2016|1.18499994278|0|1|0|0|0|0|0|
Sat Feb 13 11:31:10 2016|1.2009999752|0|1|0|0|0|0|0|
Sat Feb 13 11:33:11 2016|1.17499995232|0|1|0|0|0|0|0|
Sat Feb 13 11:35:12 2016|1.18000006676|0|1|0|0|0|0|0|
Sat Feb 13 11:37:14 2016|1.15299987793|0|1|0|0|0|0|0|
Sat Feb 13 11:39:15 2016|1.33000016212|0|1|0|0|0|0|0|
Sat Feb 13 11:41:16 2016|1.21200013161|0|1|0|0|0|0|0|
Sat Feb 13 11:43:17 2016|1.12400007248|0|1|0|0|0|0|0|
Sat Feb 13 11:45:19 2016|1.16699981689|0|1|0|0|0|0|0|
Sat Feb 13 11:47:20 2016|1.20399999619|0|1|0|0|0|0|0|
Sat Feb 13 11:49:21 2016|1.21700000763|0|1|0|0|0|0|0|
Sat Feb 13 11:51:22 2016|1.14100003242|0|1|0|0|0|0|0|
Sat Feb 13 11:53:23 2016|1.19400000572|0|1|0|0|0|0|0|
Sat Feb 13 11:55:25 2016|1.14399981499|0|1|0|0|0|0|0|
Sat Feb 13 11:57:26 2016|1.16700005531|0|1|0|0|0|0|0|
Sat Feb 13 11:59:27 2016|1.1930000782|0|1|0|0|0|0|0|
Sat Feb 13 12:01:28 2016|1.19600009918|0|1|0|0|0|0|0|
Sat Feb 13 12:03:29 2016|1.2009999752|0|1|0|0|0|0|0|
Sat Feb 13 12:05:31 2016|1.16199994087|0|1|0|0|0|0|0|
Sat Feb 13 12:07:34 2016|3.02999997139|0|1|0|0|0|0|0|
Sat Feb 13 12:09:35 2016|1.11899995804|0|1|0|0|0|0|0|
Sat Feb 13 12:11:36 2016|1.17800021172|0|1|0|0|0|0|0|
Sat Feb 13 12:13:37 2016|1.19000005722|0|1|0|0|0|0|0|
Sat Feb 13 12:15:39 2016|1.23199987411|0|1|0|0|0|0|0|
Sat Feb 13 12:17:41 2016|2.87800002098|0|1|0|0|0|0|0|
Sat Feb 13 12:19:43 2016|1.25|0|1|0|0|0|0|0|
Sat Feb 13 12:21:44 2016|1.12399983406|0|1|0|0|0|0|0|
Sat Feb 13 12:23:45 2016|1.14200019836|0|1|0|0|0|0|0|
Sat Feb 13 12:25:46 2016|1.26200008392|0|1|0|0|0|0|0|
Sat Feb 13 12:27:49 2016|2.95399999619|0|1|0|0|0|0|0|
Sat Feb 13 12:29:51 2016|1.19100022316|0|1|0|0|0|0|0|
Sat Feb 13 12:31:52 2016|1.15300011635|0|1|0|0|0|0|0|
Sat Feb 13 12:33:53 2016|1.10399985313|0|1|0|0|0|0|0|
Sat Feb 13 12:35:54 2016|1.18000006676|0|1|0|0|0|0|0|
Sat Feb 13 12:37:57 2016|2.96099996567|0|1|0|0|0|0|0|
Sat Feb 13 12:39:58 2016|1.04800009727|0|1|0|0|0|0|0|
Sat Feb 13 12:41:59 2016|1.18000006676|0|1|0|0|0|0|0|
Sat Feb 13 12:44:05 2016|1.33799982071|0|1|0|0|0|0|0|
Sat Feb 13 12:46:06 2016|1.16299986839|0|1|0|0|0|0|0|
Sat Feb 13 12:48:08 2016|1.1819999218|0|1|0|0|0|0|0|
Sat Feb 13 12:50:14 2016|1.35400009155|0|1|0|0|0|0|0|
Sat Feb 13 12:52:16 2016|1.1819999218|0|1|0|0|0|0|0|
Sat Feb 13 12:54:17 2016|1.1289999485|0|1|0|0|0|0|0|
