time|run_time|number of errors|number of sites checked|CE|RT|CT|UK|bad
Mon Feb 15 11:14:00 2016|1.41899991035|0|2|0|0|0|0|0|
Mon Feb 15 11:16:01 2016|1.39999985695|0|2|0|0|0|0|0|
Mon Feb 15 11:18:02 2016|1.41999983788|0|2|0|0|0|0|0|
Mon Feb 15 11:20:04 2016|1.4430000782|0|2|0|0|0|0|0|
Mon Feb 15 11:22:05 2016|1.38000011444|0|2|0|0|0|0|0|
Mon Feb 15 11:24:07 2016|1.34500002861|0|2|0|0|0|0|0|
Mon Feb 15 11:26:08 2016|1.63800001144|0|2|0|0|0|0|0|
Mon Feb 15 11:28:10 2016|1.34999990463|0|2|0|0|0|0|0|
Mon Feb 15 11:30:11 2016|1.24099993706|0|2|0|0|0|0|0|
Mon Feb 15 11:32:13 2016|1.59899997711|0|2|0|0|0|0|0|
Mon Feb 15 11:34:14 2016|1.3900001049|0|2|0|0|0|0|0|
Mon Feb 15 11:36:16 2016|1.41999983788|0|2|0|0|0|0|0|
Mon Feb 15 11:38:17 2016|1.23000001907|0|2|0|0|0|0|0|
Mon Feb 15 11:40:18 2016|1.34999990463|0|2|0|0|0|0|0|
Mon Feb 15 11:42:19 2016|1.26800012589|0|2|0|0|0|0|0|
Mon Feb 15 11:44:21 2016|1.24300003052|0|2|0|0|0|0|0|
Mon Feb 15 11:46:22 2016|1.38199996948|0|2|0|0|0|0|0|
Mon Feb 15 11:48:23 2016|1.28500008583|0|2|0|0|0|0|0|
Mon Feb 15 11:50:25 2016|1.38199996948|0|2|0|0|0|0|0|
Mon Feb 15 11:52:26 2016|1.33799982071|0|2|0|0|0|0|0|
Mon Feb 15 11:54:28 2016|1.34600019455|0|2|0|0|0|0|0|
Mon Feb 15 11:56:29 2016|1.17500019073|0|2|0|0|0|0|0|
Mon Feb 15 11:58:30 2016|1.2650001049|0|2|0|0|0|0|0|
Mon Feb 15 12:00:32 2016|1.67599987984|0|2|0|0|0|0|0|
Mon Feb 15 12:02:33 2016|1.37999987602|0|2|0|0|0|0|0|
Mon Feb 15 12:04:34 2016|1.33999991417|0|2|0|0|0|0|0|
Mon Feb 15 12:06:36 2016|1.36999988556|0|2|0|0|0|0|0|
Mon Feb 15 12:08:37 2016|1.36500000954|0|2|0|0|0|0|0|
Mon Feb 15 12:10:39 2016|1.35800004005|0|2|0|0|0|0|0|
Mon Feb 15 12:12:40 2016|1.31200003624|0|2|0|0|0|0|0|
Mon Feb 15 12:14:41 2016|1.33999991417|0|2|0|0|0|0|0|
Mon Feb 15 12:16:43 2016|1.30200004578|0|2|0|0|0|0|0|
Mon Feb 15 12:18:44 2016|1.34000015259|0|2|0|0|0|0|0|
Mon Feb 15 12:20:45 2016|1.33899998665|0|2|0|0|0|0|0|
Mon Feb 15 12:22:47 2016|1.25900006294|0|2|0|0|0|0|0|
Mon Feb 15 12:24:48 2016|1.36999988556|0|2|0|0|0|0|0|
Mon Feb 15 12:26:49 2016|1.15400004387|0|2|0|0|0|0|0|
Mon Feb 15 12:28:51 2016|1.21399998665|0|2|0|0|0|0|0|
Mon Feb 15 12:30:53 2016|2.02900004387|0|2|0|0|0|0|0|
Mon Feb 15 12:32:54 2016|1.01600003242|0|2|0|0|0|0|0|
Mon Feb 15 12:34:57 2016|2.97399997711|0|2|0|0|0|0|0|
Mon Feb 15 12:36:58 2016|1.43899989128|0|2|0|0|0|0|0|
Mon Feb 15 12:39:00 2016|1.37300014496|0|2|0|0|0|0|0|
Mon Feb 15 12:41:01 2016|1.18699979782|0|2|0|0|0|0|0|
Mon Feb 15 12:43:02 2016|1.50900006294|0|2|0|0|0|0|0|
Mon Feb 15 12:45:04 2016|1.3140001297|0|2|0|0|0|0|0|
Mon Feb 15 12:47:05 2016|1.41199994087|0|2|0|0|0|0|0|
Mon Feb 15 12:49:06 2016|1.36400008202|0|2|0|0|0|0|0|
Mon Feb 15 12:51:10 2016|3.38400006294|0|2|0|0|0|0|0|
Mon Feb 15 12:53:11 2016|1.27800011635|0|2|0|0|0|0|0|
Mon Feb 15 12:55:12 2016|1.28800010681|0|2|0|0|0|0|0|
Mon Feb 15 12:57:14 2016|1.29600000381|0|2|0|0|0|0|0|
Mon Feb 15 12:59:15 2016|1.29200005531|0|2|0|0|0|0|0|
Mon Feb 15 13:01:17 2016|1.49000000954|0|2|0|0|0|0|0|
Mon Feb 15 13:03:18 2016|1.29300022125|0|2|0|0|0|0|0|
Mon Feb 15 13:05:19 2016|1.31200003624|0|2|0|0|0|0|0|
Mon Feb 15 13:07:21 2016|1.32100009918|0|2|0|0|0|0|0|
Mon Feb 15 13:09:22 2016|1.41000008583|0|2|0|0|0|0|0|
Mon Feb 15 13:11:23 2016|1.33700013161|0|2|0|0|0|0|0|
Mon Feb 15 13:13:25 2016|1.38400006294|0|2|0|0|0|0|0|
Mon Feb 15 13:15:26 2016|1.36100006104|0|2|0|0|0|0|0|
Mon Feb 15 13:17:28 2016|1.32500004768|0|2|0|0|0|0|0|
Mon Feb 15 13:19:29 2016|1.31900000572|0|2|0|0|0|0|0|
Mon Feb 15 13:21:30 2016|1.41199994087|0|2|0|0|0|0|0|
Mon Feb 15 13:23:34 2016|3.24399995804|0|2|0|0|0|0|0|
Mon Feb 15 13:25:35 2016|1.35000014305|0|2|0|0|0|0|0|
Mon Feb 15 13:27:36 2016|1.27300000191|0|2|0|0|0|0|0|
Mon Feb 15 13:29:38 2016|1.36000013351|0|2|0|0|0|0|0|
Mon Feb 15 13:31:39 2016|1.31100010872|0|2|0|0|0|0|0|
Mon Feb 15 13:33:40 2016|1.3220000267|0|2|0|0|0|0|0|
Mon Feb 15 13:35:42 2016|1.28000020981|0|2|0|0|0|0|0|
Mon Feb 15 13:37:43 2016|1.38099980354|0|2|0|0|0|0|0|
Mon Feb 15 13:39:45 2016|1.34999990463|0|2|0|0|0|0|0|
Mon Feb 15 13:41:46 2016|1.36600017548|0|2|0|0|0|0|0|
Mon Feb 15 13:43:47 2016|1.29499983788|0|2|0|0|0|0|0|
Mon Feb 15 13:45:49 2016|1.37999987602|0|2|0|0|0|0|0|
Mon Feb 15 13:47:50 2016|1.35499978065|0|2|0|0|0|0|0|
Mon Feb 15 13:49:54 2016|4.10400009155|0|2|0|0|0|0|0|
Mon Feb 15 13:51:56 2016|1.4279999733|0|2|0|0|0|0|0|
Mon Feb 15 13:53:57 2016|1.25099992752|0|2|0|0|0|0|0|
Mon Feb 15 13:55:58 2016|1.34899997711|0|2|0|0|0|0|0|
Mon Feb 15 13:58:00 2016|1.27400016785|0|2|0|0|0|0|0|
Mon Feb 15 14:00:01 2016|1.27999997139|0|2|0|0|0|0|0|
Mon Feb 15 14:02:02 2016|1.46600008011|0|2|0|0|0|0|0|
Mon Feb 15 14:04:04 2016|1.242000103|0|2|0|0|0|0|0|
Mon Feb 15 14:06:05 2016|1.22399997711|0|2|0|0|0|0|0|
Mon Feb 15 14:08:06 2016|1.30200004578|0|2|0|0|0|0|0|
Mon Feb 15 14:10:08 2016|1.36299991608|0|2|0|0|0|0|0|
Mon Feb 15 14:12:09 2016|1.43200016022|0|2|0|0|0|0|0|
Mon Feb 15 14:14:11 2016|1.4359998703|0|2|0|0|0|0|0|
Mon Feb 15 14:16:12 2016|1.30300021172|0|2|0|0|0|0|0|
Mon Feb 15 14:18:13 2016|1.23599982262|0|2|0|0|0|0|0|
Mon Feb 15 14:20:14 2016|1.19799995422|0|2|0|0|0|0|0|
Mon Feb 15 14:22:16 2016|1.30999994278|0|2|0|0|0|0|0|
Mon Feb 15 14:24:17 2016|1.35400009155|0|2|0|0|0|0|0|
Mon Feb 15 14:26:18 2016|1.15900015831|0|2|0|0|0|0|0|
Mon Feb 15 14:28:20 2016|1.39999985695|0|2|0|0|0|0|0|
Mon Feb 15 14:30:21 2016|1.36100006104|0|2|0|0|0|0|0|
Mon Feb 15 14:32:23 2016|1.42000007629|0|2|0|0|0|0|0|
Mon Feb 15 14:34:24 2016|1.43099999428|0|2|0|0|0|0|0|
Mon Feb 15 14:36:25 2016|1.3140001297|0|2|0|0|0|0|0|
Mon Feb 15 14:38:27 2016|1.34099984169|0|2|0|0|0|0|0|
Mon Feb 15 14:40:28 2016|1.32899999619|0|2|0|0|0|0|0|
Mon Feb 15 14:42:29 2016|1.30599999428|0|2|0|0|0|0|0|
Mon Feb 15 14:44:31 2016|1.39499998093|0|2|0|0|0|0|0|
Mon Feb 15 14:46:32 2016|1.39599990845|0|2|0|0|0|0|0|
Mon Feb 15 14:48:34 2016|1.38100004196|0|2|0|0|0|0|0|
Mon Feb 15 14:50:35 2016|1.39999985695|0|2|0|0|0|0|0|
Mon Feb 15 14:52:36 2016|1.31599998474|0|2|0|0|0|0|0|
Mon Feb 15 14:54:38 2016|1.62800002098|0|2|0|0|0|0|0|
Mon Feb 15 14:56:39 2016|1.17200016975|0|2|0|0|0|0|0|
Mon Feb 15 14:58:41 2016|1.2990000248|0|2|0|0|0|0|0|
Mon Feb 15 15:00:42 2016|1.32500004768|0|2|0|0|0|0|0|
Mon Feb 15 15:02:43 2016|1.3029999733|0|2|0|0|0|0|0|
Mon Feb 15 15:04:45 2016|1.3599998951|0|2|0|0|0|0|0|
Mon Feb 15 15:06:46 2016|1.29099988937|0|2|0|0|0|0|0|
Mon Feb 15 15:08:47 2016|1.3220000267|0|2|0|0|0|0|0|
Mon Feb 15 15:10:49 2016|1.30500006676|0|2|0|0|0|0|0|
Mon Feb 15 15:12:50 2016|1.3029999733|0|2|0|0|0|0|0|
Mon Feb 15 15:14:51 2016|1.45399999619|0|2|0|0|0|0|0|
Mon Feb 15 15:16:53 2016|1.35500001907|0|2|0|0|0|0|0|
Mon Feb 15 15:18:54 2016|1.31999993324|0|2|0|0|0|0|0|
Mon Feb 15 15:20:56 2016|1.33200001717|0|2|0|0|0|0|0|
Mon Feb 15 15:22:57 2016|1.35199999809|0|2|0|0|0|0|0|
Mon Feb 15 15:24:58 2016|1.32100009918|0|2|0|0|0|0|0|
Mon Feb 15 15:27:00 2016|1.29100012779|0|2|0|0|0|0|0|
Mon Feb 15 15:29:01 2016|1.26300001144|0|2|0|0|0|0|0|
Mon Feb 15 15:31:02 2016|1.31999993324|0|2|0|0|0|0|0|
Mon Feb 15 15:33:04 2016|1.25|0|2|0|0|0|0|0|
Mon Feb 15 15:35:05 2016|1.32400012016|0|2|0|0|0|0|0|
Mon Feb 15 15:37:06 2016|1.39700007439|0|2|0|0|0|0|0|
Mon Feb 15 15:39:08 2016|1.32299995422|0|2|0|0|0|0|0|
Mon Feb 15 15:41:09 2016|1.29199981689|0|2|0|0|0|0|0|
Mon Feb 15 15:43:10 2016|1.4240000248|0|2|0|0|0|0|0|
Mon Feb 15 15:45:12 2016|1.31599998474|0|2|0|0|0|0|0|
Mon Feb 15 15:47:13 2016|1.31900000572|0|2|0|0|0|0|0|
Mon Feb 15 15:49:14 2016|1.22600007057|0|2|0|0|0|0|0|
Mon Feb 15 15:51:16 2016|1.33299994469|0|2|0|0|0|0|0|
Mon Feb 15 15:53:17 2016|1.2619998455|0|2|0|0|0|0|0|
Mon Feb 15 15:55:18 2016|1.31399989128|0|2|0|0|0|0|0|
Mon Feb 15 15:57:20 2016|1.23300004005|0|2|0|0|0|0|0|
Mon Feb 15 15:59:21 2016|1.3180000782|0|2|0|0|0|0|0|
Mon Feb 15 16:01:22 2016|1.35299992561|0|2|0|0|0|0|0|
Mon Feb 15 16:03:24 2016|1.39200019836|0|2|0|0|0|0|0|
Mon Feb 15 16:05:25 2016|1.2650001049|0|2|0|0|0|0|0|
Mon Feb 15 16:07:26 2016|1.31900000572|0|2|0|0|0|0|0|
Mon Feb 15 16:09:28 2016|1.36199998856|0|2|0|0|0|0|0|
Mon Feb 15 16:11:29 2016|1.41000008583|0|2|0|0|0|0|0|
Mon Feb 15 16:13:30 2016|1.30999994278|0|2|0|0|0|0|0|
Mon Feb 15 16:15:32 2016|1.39100003242|0|2|0|0|0|0|0|
Mon Feb 15 16:17:33 2016|1.42299985886|0|2|0|0|0|0|0|
Mon Feb 15 16:19:35 2016|1.29800009727|0|2|0|0|0|0|0|
Mon Feb 15 16:21:36 2016|1.35500001907|0|2|0|0|0|0|0|
Mon Feb 15 16:23:37 2016|1.3789999485|0|2|0|0|0|0|0|
Mon Feb 15 16:25:39 2016|1.31100010872|0|2|0|0|0|0|0|
Mon Feb 15 16:27:40 2016|1.29600000381|0|2|0|0|0|0|0|
Mon Feb 15 16:29:42 2016|1.57400012016|0|2|0|0|0|0|0|
Mon Feb 15 16:31:43 2016|1.35100007057|0|2|0|0|0|0|0|
Mon Feb 15 16:33:44 2016|1.31300020218|0|2|0|0|0|0|0|
Mon Feb 15 16:35:46 2016|1.26799988747|0|2|0|0|0|0|0|
Mon Feb 15 16:37:47 2016|1.34300017357|0|2|0|0|0|0|0|
Mon Feb 15 16:39:49 2016|1.42200016975|0|2|0|0|0|0|0|
Mon Feb 15 16:41:50 2016|1.36400008202|0|2|0|0|0|0|0|
Mon Feb 15 16:43:51 2016|1.35800004005|0|2|0|0|0|0|0|
Mon Feb 15 16:45:53 2016|1.47899985313|0|2|0|0|0|0|0|
Mon Feb 15 16:47:54 2016|1.32999992371|0|2|0|0|0|0|0|
Mon Feb 15 16:49:56 2016|1.35700011253|0|2|0|0|0|0|0|
Mon Feb 15 16:51:57 2016|1.3789999485|0|2|0|0|0|0|0|
Mon Feb 15 16:53:58 2016|1.3109998703|0|2|0|0|0|0|0|
Mon Feb 15 16:56:00 2016|1.27999997139|0|2|0|0|0|0|0|
Mon Feb 15 16:58:01 2016|1.50999999046|0|2|0|0|0|0|0|
Mon Feb 15 17:00:02 2016|1.12199997902|0|2|0|0|0|0|0|
Mon Feb 15 17:02:04 2016|1.1930000782|0|2|0|0|0|0|0|
Mon Feb 15 17:04:05 2016|1.41000008583|0|2|0|0|0|0|0|
Mon Feb 15 17:06:07 2016|1.53099989891|0|2|0|0|0|0|0|
Mon Feb 15 17:08:08 2016|1.48000001907|0|2|0|0|0|0|0|
Mon Feb 15 17:10:10 2016|1.46700000763|0|2|0|0|0|0|0|
Mon Feb 15 17:12:11 2016|1.375|0|2|0|0|0|0|0|
Mon Feb 15 17:14:12 2016|1.39499998093|0|2|0|0|0|0|0|
Mon Feb 15 17:16:14 2016|1.46799993515|0|2|0|0|0|0|0|
Mon Feb 15 17:18:15 2016|1.27999997139|0|2|0|0|0|0|0|
Mon Feb 15 17:20:17 2016|1.60800004005|0|2|0|0|0|0|0|
Mon Feb 15 17:22:18 2016|1.36999988556|0|2|0|0|0|0|0|
Mon Feb 15 17:24:20 2016|1.33100008965|0|2|0|0|0|0|0|
Mon Feb 15 17:26:21 2016|1.47000002861|0|2|0|0|0|0|0|
Mon Feb 15 17:28:23 2016|1.42000007629|0|2|0|0|0|0|0|
Mon Feb 15 17:30:24 2016|1.1819999218|0|2|0|0|0|0|0|
Mon Feb 15 17:32:25 2016|1.3259999752|0|2|0|0|0|0|0|
Mon Feb 15 17:34:27 2016|1.43300008774|0|2|0|0|0|0|0|
Mon Feb 15 17:36:28 2016|1.30800008774|0|2|0|0|0|0|0|
Mon Feb 15 17:38:29 2016|1.30999994278|0|2|0|0|0|0|0|
Mon Feb 15 17:40:31 2016|1.2650001049|0|2|0|0|0|0|0|
Mon Feb 15 17:42:32 2016|1.3180000782|0|2|0|0|0|0|0|
Mon Feb 15 17:44:33 2016|1.37400007248|0|2|0|0|0|0|0|
Mon Feb 15 17:46:35 2016|1.35599994659|0|2|0|0|0|0|0|
Mon Feb 15 17:48:38 2016|3.16799998283|0|2|0|0|0|0|0|
Mon Feb 15 17:50:39 2016|1.3639998436|0|2|0|0|0|0|0|
Mon Feb 15 17:52:41 2016|1.47999978065|0|2|0|0|0|0|0|
Mon Feb 15 17:54:42 2016|1.37000012398|0|2|0|0|0|0|0|
Mon Feb 15 17:56:44 2016|1.66400003433|0|2|0|0|0|0|0|
Mon Feb 15 17:58:45 2016|1.34500002861|0|2|0|0|0|0|0|
Mon Feb 15 18:00:47 2016|1.40300011635|0|2|0|0|0|0|0|
Mon Feb 15 18:02:48 2016|1.40900015831|0|2|0|0|0|0|0|
Mon Feb 15 18:04:49 2016|1.28999996185|0|2|0|0|0|0|0|
Mon Feb 15 18:06:51 2016|1.13199996948|0|2|0|0|0|0|0|
Mon Feb 15 18:08:52 2016|1.48300004005|0|2|0|0|0|0|0|
Mon Feb 15 18:10:53 2016|1.32999992371|0|2|0|0|0|0|0|
Mon Feb 15 18:12:55 2016|1.35100007057|0|2|0|0|0|0|0|
Mon Feb 15 18:14:56 2016|1.14800000191|0|2|0|0|0|0|0|
Mon Feb 15 18:16:57 2016|1.28800010681|0|2|0|0|0|0|0|
Mon Feb 15 18:18:59 2016|1.49800014496|0|2|0|0|0|0|0|
Mon Feb 15 18:21:02 2016|3.37700009346|0|2|0|0|0|0|0|
Mon Feb 15 18:23:03 2016|1.12800002098|0|2|0|0|0|0|0|
Mon Feb 15 18:25:05 2016|1.30500006676|0|2|0|0|0|0|0|
Mon Feb 15 18:27:06 2016|1.33000016212|0|2|0|0|0|0|0|
Mon Feb 15 18:29:08 2016|1.56900000572|0|2|0|0|0|0|0|
Mon Feb 15 18:31:09 2016|1.42100000381|0|2|0|0|0|0|0|
Mon Feb 15 18:33:11 2016|1.41600012779|0|2|0|0|0|0|0|
Mon Feb 15 18:35:12 2016|1.30399990082|0|2|0|0|0|0|0|
Mon Feb 15 18:37:13 2016|1.27600002289|0|2|0|0|0|0|0|
Mon Feb 15 18:39:15 2016|1.38100004196|0|2|0|0|0|0|0|
Mon Feb 15 18:41:16 2016|1.19200015068|0|2|0|0|0|0|0|
Mon Feb 15 18:43:17 2016|1.36400008202|0|2|0|0|0|0|0|
Mon Feb 15 18:45:18 2016|1.27699995041|0|2|0|0|0|0|0|
Mon Feb 15 18:47:20 2016|1.42899990082|0|2|0|0|0|0|0|
Mon Feb 15 18:49:21 2016|1.31999993324|0|2|0|0|0|0|0|
Mon Feb 15 18:51:23 2016|1.29999995232|0|2|0|0|0|0|0|
Mon Feb 15 18:53:24 2016|1.34500002861|0|2|0|0|0|0|0|
Mon Feb 15 18:55:25 2016|1.40700006485|0|2|0|0|0|0|0|
Mon Feb 15 18:57:27 2016|1.37300014496|0|2|0|0|0|0|0|
Mon Feb 15 18:59:28 2016|1.31900000572|0|2|0|0|0|0|0|
Mon Feb 15 19:01:30 2016|1.48699998856|0|2|0|0|0|0|0|
Mon Feb 15 19:03:31 2016|1.28699994087|0|2|0|0|0|0|0|
Mon Feb 15 19:05:32 2016|1.22499990463|0|2|0|0|0|0|0|
Mon Feb 15 19:07:34 2016|1.3140001297|0|2|0|0|0|0|0|
Mon Feb 15 19:09:35 2016|1.39900016785|0|2|0|0|0|0|0|
Mon Feb 15 19:11:36 2016|1.22900009155|0|2|0|0|0|0|0|
Mon Feb 15 19:13:38 2016|1.33000016212|0|2|0|0|0|0|0|
Mon Feb 15 19:15:39 2016|1.41199994087|0|2|0|0|0|0|0|
Mon Feb 15 19:17:40 2016|1.17600011826|0|2|0|0|0|0|0|
Mon Feb 15 19:19:42 2016|1.30900001526|0|2|0|0|0|0|0|
Mon Feb 15 19:21:43 2016|1.44699978828|0|2|0|0|0|0|0|
Mon Feb 15 19:23:45 2016|1.47399997711|0|2|0|0|0|0|0|
Mon Feb 15 19:25:46 2016|1.35500001907|0|2|0|0|0|0|0|
Mon Feb 15 19:27:47 2016|1.33300018311|0|2|0|0|0|0|0|
Mon Feb 15 19:29:49 2016|1.29799985886|0|2|0|0|0|0|0|
Mon Feb 15 19:31:50 2016|1.29999995232|0|2|0|0|0|0|0|
Mon Feb 15 19:33:51 2016|1.27200007439|0|2|0|0|0|0|0|
Mon Feb 15 19:35:53 2016|1.20600008965|0|2|0|0|0|0|0|
Mon Feb 15 19:37:54 2016|1.31900000572|0|2|0|0|0|0|0|
Mon Feb 15 19:39:55 2016|1.52000021935|0|2|0|0|0|0|0|
Mon Feb 15 19:41:57 2016|1.53299999237|0|2|0|0|0|0|0|
Mon Feb 15 19:43:58 2016|1.44900012016|0|2|0|0|0|0|0|
Mon Feb 15 19:46:00 2016|1.31599998474|0|2|0|0|0|0|0|
Mon Feb 15 19:48:01 2016|1.22399997711|0|2|0|0|0|0|0|
Mon Feb 15 19:50:03 2016|1.53399991989|0|2|0|0|0|0|0|
Mon Feb 15 19:52:04 2016|1.28200006485|0|2|0|0|0|0|0|
Mon Feb 15 19:54:05 2016|1.31999993324|0|2|0|0|0|0|0|
Mon Feb 15 19:56:07 2016|1.34599995613|0|2|0|0|0|0|0|
Mon Feb 15 19:58:08 2016|1.36099982262|0|2|0|0|0|0|0|
Mon Feb 15 20:00:09 2016|1.39300012589|0|2|0|0|0|0|0|
Mon Feb 15 20:02:11 2016|1.69199991226|0|2|0|0|0|0|0|
Mon Feb 15 20:04:13 2016|1.33899998665|0|2|0|0|0|0|0|
Mon Feb 15 20:06:14 2016|1.2349998951|0|2|0|0|0|0|0|
Mon Feb 15 20:08:16 2016|1.69499993324|0|2|0|0|0|0|0|
Mon Feb 15 20:10:17 2016|1.19499993324|0|2|0|0|0|0|0|
Mon Feb 15 20:12:18 2016|1.42899990082|0|2|0|0|0|0|0|
Mon Feb 15 20:14:20 2016|1.34700012207|0|2|0|0|0|0|0|
Mon Feb 15 20:16:21 2016|1.42999982834|0|2|0|0|0|0|0|
Mon Feb 15 20:18:22 2016|1.30999994278|0|2|0|0|0|0|0|
Mon Feb 15 20:20:24 2016|1.39200019836|0|2|0|0|0|0|0|
Mon Feb 15 20:22:25 2016|1.30400013924|0|2|0|0|0|0|0|
Mon Feb 15 20:24:26 2016|1.2349998951|0|2|0|0|0|0|0|
Mon Feb 15 20:26:28 2016|1.39500021935|0|2|0|0|0|0|0|
Mon Feb 15 20:28:30 2016|1.69499993324|0|2|0|0|0|0|0|
Mon Feb 15 20:30:31 2016|1.22200012207|0|2|0|0|0|0|0|
Mon Feb 15 20:32:32 2016|1.39600014687|0|2|0|0|0|0|0|
Mon Feb 15 20:34:33 2016|1.2460000515|0|2|0|0|0|0|0|
Mon Feb 15 20:36:35 2016|1.28299999237|0|2|0|0|0|0|0|
Mon Feb 15 20:38:36 2016|1.26300001144|0|2|0|0|0|0|0|
Mon Feb 15 20:40:37 2016|1.32299995422|0|2|0|0|0|0|0|
Mon Feb 15 20:42:39 2016|1.61500000954|0|2|0|0|0|0|0|
Mon Feb 15 20:44:40 2016|1.35100007057|0|2|0|0|0|0|0|
Mon Feb 15 20:46:42 2016|1.22300004959|0|2|0|0|0|0|0|
Mon Feb 15 20:48:43 2016|1.33999991417|0|2|0|0|0|0|0|
Mon Feb 15 20:50:45 2016|1.4960000515|0|2|0|0|0|0|0|
Mon Feb 15 20:52:46 2016|1.52300000191|0|2|0|0|0|0|0|
Mon Feb 15 20:54:47 2016|1.30200004578|0|2|0|0|0|0|0|
Mon Feb 15 20:56:49 2016|1.27300000191|0|2|0|0|0|0|0|
Mon Feb 15 20:58:50 2016|1.29100012779|0|2|0|0|0|0|0|
Mon Feb 15 21:00:52 2016|1.49100017548|0|2|0|0|0|0|0|
Mon Feb 15 21:02:53 2016|1.30999994278|0|2|0|0|0|0|0|
Mon Feb 15 21:04:54 2016|1.41000008583|0|2|0|0|0|0|0|
Mon Feb 15 21:06:56 2016|1.45300006866|0|2|0|0|0|0|0|
Mon Feb 15 21:08:57 2016|1.3259999752|0|2|0|0|0|0|0|
Mon Feb 15 21:10:59 2016|1.41699981689|0|2|0|0|0|0|0|
Mon Feb 15 21:13:00 2016|1.73799991608|0|2|0|0|0|0|0|
Mon Feb 15 21:15:02 2016|1.32800006866|0|2|0|0|0|0|0|
Mon Feb 15 21:17:03 2016|1.18000006676|0|2|0|0|0|0|0|
Mon Feb 15 21:19:04 2016|1.28900003433|0|2|0|0|0|0|0|
Mon Feb 15 21:21:06 2016|1.27799987793|0|2|0|0|0|0|0|
Mon Feb 15 21:23:07 2016|1.36500000954|0|2|0|0|0|0|0|
Mon Feb 15 21:25:08 2016|1.28200006485|0|2|0|0|0|0|0|
Mon Feb 15 21:27:10 2016|1.27399992943|0|2|0|0|0|0|0|
Mon Feb 15 21:29:11 2016|1.27399992943|0|2|0|0|0|0|0|
Mon Feb 15 21:31:12 2016|1.3180000782|0|2|0|0|0|0|0|
Mon Feb 15 21:33:14 2016|1.38700008392|0|2|0|0|0|0|0|
Mon Feb 15 21:35:15 2016|1.33499979973|0|2|0|0|0|0|0|
Mon Feb 15 21:37:16 2016|1.23900008202|0|2|0|0|0|0|0|
Mon Feb 15 21:39:18 2016|1.35700011253|0|2|0|0|0|0|0|
Mon Feb 15 21:41:19 2016|1.33699989319|0|2|0|0|0|0|0|
Mon Feb 15 21:43:20 2016|1.43000006676|0|2|0|0|0|0|0|
Mon Feb 15 21:45:22 2016|1.36599993706|0|2|0|0|0|0|0|
Mon Feb 15 21:47:23 2016|1.33000016212|0|2|0|0|0|0|0|
Mon Feb 15 21:49:25 2016|1.34100008011|0|2|0|0|0|0|0|
Mon Feb 15 21:51:26 2016|1.49000000954|0|2|0|0|0|0|0|
Mon Feb 15 21:53:28 2016|1.39599990845|0|2|0|0|0|0|0|
Mon Feb 15 21:55:29 2016|1.60700011253|0|2|0|0|0|0|0|
Mon Feb 15 21:57:31 2016|1.50999999046|0|2|0|0|0|0|0|
Mon Feb 15 21:59:32 2016|1.35799980164|0|2|0|0|0|0|0|
Mon Feb 15 22:01:34 2016|1.45499992371|0|2|0|0|0|0|0|
Mon Feb 15 22:03:35 2016|1.34299993515|0|2|0|0|0|0|0|
Mon Feb 15 22:05:36 2016|1.41400003433|0|2|0|0|0|0|0|
Mon Feb 15 22:07:38 2016|1.23000001907|0|2|0|0|0|0|0|
Mon Feb 15 22:09:39 2016|1.31699991226|0|2|0|0|0|0|0|
Mon Feb 15 22:11:40 2016|1.25999999046|0|2|0|0|0|0|0|
Mon Feb 15 22:13:42 2016|1.35100007057|0|2|0|0|0|0|0|
Mon Feb 15 22:15:43 2016|1.33299994469|0|2|0|0|0|0|0|
Mon Feb 15 22:17:44 2016|1.45900011063|0|2|0|0|0|0|0|
Mon Feb 15 22:19:46 2016|1.45599985123|0|2|0|0|0|0|0|
Mon Feb 15 22:21:47 2016|1.11800003052|0|2|0|0|0|0|0|
Mon Feb 15 22:23:49 2016|1.36600017548|0|2|0|0|0|0|0|
Mon Feb 15 22:26:05 2016|16.132999897|1|2|0|1+Collier County - FL|0|0|0|
Mon Feb 15 22:28:06 2016|1.29600000381|0|2|0|0|0|0|0|
Mon Feb 15 22:30:07 2016|1.2539999485|0|2|0|0|0|0|0|
Mon Feb 15 22:32:09 2016|1.34400010109|0|2|0|0|0|0|0|
Mon Feb 15 22:34:10 2016|1.27900004387|0|2|0|0|0|0|0|
Mon Feb 15 22:36:11 2016|1.3069999218|0|2|0|0|0|0|0|
Mon Feb 15 22:38:13 2016|1.4319999218|0|2|0|0|0|0|0|
Mon Feb 15 22:40:14 2016|1.42000007629|0|2|0|0|0|0|0|
Mon Feb 15 22:42:16 2016|1.51400017738|0|2|0|0|0|0|0|
Mon Feb 15 22:44:17 2016|1.25|0|2|0|0|0|0|0|
Mon Feb 15 22:46:18 2016|1.33400011063|0|2|0|0|0|0|0|
Mon Feb 15 22:48:20 2016|1.32399988174|0|2|0|0|0|0|0|
Mon Feb 15 22:50:21 2016|1.46900010109|0|2|0|0|0|0|0|
Mon Feb 15 22:52:23 2016|1.34999990463|0|2|0|0|0|0|0|
Mon Feb 15 22:54:24 2016|1.33799982071|0|2|0|0|0|0|0|
Mon Feb 15 22:56:25 2016|1.33999991417|0|2|0|0|0|0|0|
Mon Feb 15 22:58:27 2016|1.37599992752|0|2|0|0|0|0|0|
